mmsi,inferred,score,known
1,purse_seines,0.393109370023,
100000000,purse_seines,0.576471343637,
100000005,trawlers,0.994864881039,
100000007,trawlers,0.995735049248,gear
100000008,drifting_longlines,0.724932312965,
100000009,drifting_longlines,0.84555464983,
100000168,drifting_longlines,0.998259365559,
100000668,drifting_longlines,0.997767478228,
100001001,purse_seines,0.990725874901,
100004146,drifting_longlines,0.984811544418,
100009981,drifting_longlines,0.708381533623,
100014971,purse_seines,0.498383500278,
100161615,drifting_longlines,0.357500195503,
100161617,drifting_longlines,0.478142932989,
100700034,trawlers,0.99956291914,
100700144,purse_seines,0.437660579977,
100700148,drifting_longlines,0.938928067684,
100700158,trawlers,0.454203238245,
100700215,fixed_gear,0.435027365564,
100700216,purse_seines,0.782843589783,
100700231,drifting_longlines,0.419371067546,
100700474,drifting_longlines,0.954678058624,
100700695,fixed_gear,0.522434456833,
100700754,trawlers,0.594702124596,
100700761,purse_seines,0.532112658024,
100700762,fixed_gear,0.873072645361,
100700772,trawlers,0.323391601443,
100700779,trawlers,0.985431849957,
100700798,trawlers,0.476371079683,
100700806,trawlers,0.598966836929,
100700832,trawlers,0.378881365061,
100700833,purse_seines,0.426043629646,
100701145,drifting_longlines,0.568239688873,
100701567,drifting_longlines,0.625846713781,
100701827,trawlers,0.924852073193,
100701853,trawlers,0.844891369343,
100702606,purse_seines,0.53966152668,
100702670,purse_seines,0.612725146115,
100702674,trawlers,0.928890049458,
100702825,trawlers,0.999377310276,
100704186,drifting_longlines,0.897170215845,
100704617,drifting_longlines,0.777051627636,
100705211,drifting_longlines,0.496586412191,
100705310,drifting_longlines,0.999112427235,
100705859,drifting_longlines,0.912120133638,
100706185,drifting_longlines,0.967430353165,
100706558,drifting_longlines,0.99021166563,
100710989,drifting_longlines,0.702015578747,
100712239,trawlers,0.609390795231,
100712299,trawlers,0.835845708847,
100873348,drifting_longlines,0.766796290874,
100873418,drifting_longlines,0.847097814083,
100873420,drifting_longlines,0.941004037857,
100876608,drifting_longlines,0.770852327347,
100879042,trawlers,0.680827856064,
100879309,drifting_longlines,0.652387022972,
100880027,trawlers,0.987400352955,
100880420,purse_seines,0.56045550108,
100881370,drifting_longlines,0.667421877384,
100881533,trawlers,0.892860531807,
100881741,trawlers,0.528667271137,
100881831,drifting_longlines,0.987482190132,
100882984,trawlers,0.768567442894,
100900065,trawlers,0.662480950356,
100900299,purse_seines,0.951176047325,
100900569,purse_seines,0.549844563007,
100901004,purse_seines,0.476772665977,
100903126,drifting_longlines,0.913163125515,
100904101,trawlers,0.983022987843,
100909019,drifting_longlines,0.999948382378,
100995620,drifting_longlines,0.332719027996,
101001051,drifting_longlines,0.411136209965,
101306904,drifting_longlines,0.51411151886,
101307108,trawlers,0.976697444916,
101307455,drifting_longlines,0.624923050404,
101406838,drifting_longlines,0.999516367912,
101406858,drifting_longlines,0.729478508234,
101406880,drifting_longlines,0.974277019501,
101406888,drifting_longlines,0.969729721546,
101406961,drifting_longlines,0.999926567078,
101406962,drifting_longlines,0.993368685246,
101406964,drifting_longlines,0.99992120266,
101407306,drifting_longlines,0.657644093037,
101407343,drifting_longlines,0.993092298508,
101407346,trawlers,0.954912126064,
101407875,trawlers,0.980303704739,
101408351,trawlers,0.691918641329,
101408390,trawlers,0.779648303986,
10201,purse_seines,0.994326651096,
1021500,drifting_longlines,0.886791527271,
1021501,drifting_longlines,0.82462221384,
10223,purse_seines,0.99157422781,
