mmsi,inferred,score,known
1,purse_seines,0.740711241961,
10,tug,0.690392106771,
100,cargo_or_tanker,0.673672527075,
1000,cargo_or_tanker,0.971637308598,
100000,cargo_or_tanker,0.982538350479,
100000000,cargo_or_tanker,0.545088299761,
100000001,cargo_or_tanker,0.634399967268,
100000007,passenger,0.510800373238,gear
100000089,cargo_or_tanker,0.82531889528,
100001110,passenger,0.999872298418,
100003818,gear,0.559675395489,
100025137,gear,0.999965190887,
100601120,cargo_or_tanker,0.955870820075,
100700106,purse_seines,0.95443302393,
100700130,tug,0.760813891888,
100700144,tug,0.988835513592,
100700154,purse_seines,0.73645401001,
100700158,cargo_or_tanker,0.511433732373,
100700159,trawlers,0.661983788013,
100700197,gear,0.835139513016,
100700210,purse_seines,0.990567862988,
100700216,cargo_or_tanker,0.750568076503,
100700576,passenger,0.984351663152,
100700597,trawlers,0.982279360294,
100700647,trawlers,0.998617887497,
100700754,trawlers,0.999438822269,
100700762,cargo_or_tanker,0.841133001035,
100700767,cargo_or_tanker,0.985736269504,
100700772,gear,0.906436085701,
100700789,fixed_gear,0.671605257004,
100700806,purse_seines,0.997271478176,
100700811,gear,0.999771893024,
100700817,fixed_gear,0.808386752211,
100701138,tug,0.804395794868,
100701339,tug,0.978152453899,
100701559,drifting_longlines,0.645779848099,
100701620,tug,0.928977668285,
100701635,gear,0.752720952034,
100702081,trawlers,0.508279800415,
100702089,cargo_or_tanker,0.999303826571,
100702252,fixed_gear,0.709496403303,
100702508,fixed_gear,0.978706119114,
100702516,gear,0.781560957432,
100702529,gear,0.894581437111,
100702534,cargo_or_tanker,0.958851485921,
100702538,tug,0.870570480824,
100702606,drifting_longlines,0.680290341377,
100702639,purse_seines,0.829179704189,
100702670,fixed_gear,0.679155349735,
100703012,trawlers,0.647423863411,
100703087,purse_seines,0.85269099474,
100703102,gear,0.740994811058,
100703127,cargo_or_tanker,0.481921218552,
100703174,tug,0.603708386421,
100703187,purse_seines,0.989841878414,
100705211,drifting_longlines,0.978550672531,
100706253,cargo_or_tanker,0.519068449065,
100706257,passenger,0.836168408456,
100710089,cargo_or_tanker,0.756962239742,
100710126,trawlers,0.926782131195,
100710150,cargo_or_tanker,0.510825237259,
100710342,cargo_or_tanker,0.99779123289,
100710540,cargo_or_tanker,0.756380278617,
100710910,drifting_longlines,0.627190649509,
100710991,cargo_or_tanker,0.999655245803,
100711268,trawlers,0.970085322857,
100711436,purse_seines,0.976252734661,
100711968,purse_seines,0.988688409328,
100712130,drifting_longlines,0.470303028822,
100712595,cargo_or_tanker,0.994589551352,
100712661,trawlers,0.609887123108,
100800973,other_fishing,0.432450803769,
100900000,tug,0.514061033726,
100901111,gear,0.484410583973,
100902222,drifting_longlines,0.875427126884,
100903114,cargo_or_tanker,0.969244389693,
100903117,tug,0.76513582468,
100908023,drifting_longlines,0.933673501015,
100912345,gear,0.682718873024,
100920003,drifting_longlines,0.875952005386,
100994028,drifting_longlines,0.956470608711,
101000002,trawlers,0.997341692448,
10101010,passenger,0.737783553079,
101010101,trawlers,0.989490568638,
101090272,cargo_or_tanker,0.989626601338,
1020902088,cargo_or_tanker,0.998985171318,
1025356646,cargo_or_tanker,0.999839708209,
