mmsi,inferred,score,known
1,purse_seines,0.390183468349,
100000000,purse_seines,0.36578835547,
100000006,purse_seines,0.297532200813,
100000009,purse_seines,0.965511143208,
100000010,drifting_longlines,0.921753048897,
100000111,trawlers,0.500060233084,
100000889,purse_seines,0.664505124092,
100004146,drifting_longlines,0.98281532526,
1000282062,drifting_longlines,0.437754631042,
100077777,purse_seines,0.779910504818,
100181388,purse_seines,0.72404307127,
100200571,drifting_longlines,0.912225723267,
1004640,trawlers,0.720569074154,
100700011,purse_seines,0.68054163456,
100700107,trawlers,0.720910415053,
100700113,fixed_gear,0.591301025717,
100700146,fixed_gear,0.99786140102,
100700148,trawlers,0.729327201843,
100700205,trawlers,0.47151106596,
100700213,trawlers,0.928297817707,
100700217,drifting_longlines,0.929364264011,
100700227,drifting_longlines,0.407353444141,
100700239,drifting_longlines,0.707873821259,
100700329,purse_seines,0.902071833611,
100700437,trawlers,0.944877803326,
100700647,trawlers,0.694648146629,
100700763,trawlers,0.505580876023,
100700772,trawlers,0.373877167702,
100700779,trawlers,0.849635332823,
100700788,trawlers,0.844660937786,
100700789,purse_seines,0.995180487633,
100701145,trawlers,0.617804706097,
100701337,drifting_longlines,0.734559416771,
100701455,drifting_longlines,0.721766591072,
100701528,trawlers,0.841959655285,
100701559,drifting_longlines,0.943715810776,
100701567,trawlers,0.482415324921,
100701569,trawlers,0.488957327734,
100701827,trawlers,0.953640162945,
100701853,drifting_longlines,0.464982956648,
100701867,drifting_longlines,0.494533288293,
100702048,drifting_longlines,0.96411293745,
100702071,trawlers,0.875715553761,
100702252,drifting_longlines,0.293739557266,
100702486,drifting_longlines,0.863456904888,
100702538,purse_seines,0.81056329608,
100702578,trawlers,0.6246317029,
100702613,trawlers,0.600773155689,
100702649,trawlers,0.453408360481,
100702670,fixed_gear,0.509181758996,
100702671,trawlers,0.679611504078,
100702825,trawlers,0.488730314188,
100703108,purse_seines,0.839809477329,
100703273,drifting_longlines,0.782887637615,
100704002,drifting_longlines,0.971092432737,
100704653,drifting_longlines,0.438994075495,
100705859,drifting_longlines,0.463997393847,
100705860,drifting_longlines,0.987831294537,
100706158,drifting_longlines,0.606818377972,
100706193,trawlers,0.911517322063,
100706198,drifting_longlines,0.622908785939,
100756788,fixed_gear,0.785612338028,
100805005,drifting_longlines,0.965276300907,
100836899,trawlers,0.957311451435,
100873348,drifting_longlines,0.985045611858,
100873418,drifting_longlines,0.654719695449,
100876542,trawlers,0.994158625603,
100878379,trawlers,0.99995803833,
100878620,trawlers,0.949832260609,
100878783,trawlers,0.801354706287,
100879100,trawlers,0.999939918518,
100879309,drifting_longlines,0.563438050449,
100879933,drifting_longlines,0.985446214676,
100879990,drifting_longlines,0.499499827623,
100880008,drifting_longlines,0.998038589954,
100880012,drifting_longlines,0.999047935009,
100880028,drifting_longlines,0.999999046326,
100880563,trawlers,0.570836424828,
100880846,drifting_longlines,0.991447091103,
100880876,drifting_longlines,0.286568880081,
100881533,drifting_longlines,0.48757365346,
100881590,trawlers,0.971431672573,
100881741,trawlers,0.840993046761,
100882135,trawlers,0.816513299942,
100882285,trawlers,0.885407269001,
100882311,drifting_longlines,0.914640188217,
100882568,purse_seines,0.859911680222,
100882615,drifting_longlines,0.999997973442,
100882851,trawlers,0.605956867337,
100882852,trawlers,0.613790869713,
100883133,drifting_longlines,0.866573929787,
100883425,drifting_longlines,0.899064838886,
100883703,drifting_longlines,0.615103125572,
100885123,drifting_longlines,0.996133565903,
100885150,purse_seines,0.546160697937,
100886181,drifting_longlines,0.86255723238,
100886366,trawlers,0.660515189171,
100886933,drifting_longlines,0.999864816666,
100887012,trawlers,0.50663070567,
100887227,trawlers,0.979295969009,
100887230,trawlers,0.975080728531,
100887555,drifting_longlines,0.392139092088,
100887698,trawlers,0.938793063164,
100887699,drifting_longlines,0.993262112141,
100887824,drifting_longlines,0.933344364166,
100888011,trawlers,0.886436462402,
100888440,trawlers,0.906446635723,
100888449,drifting_longlines,0.959852814674,
100888515,trawlers,0.546555578709,
100888670,fixed_gear,0.71475442453,
100888792,purse_seines,0.998704075813,
100888912,trawlers,0.947332322598,
100888986,drifting_longlines,0.920900702477,
100888988,drifting_longlines,0.999578297138,
100889580,trawlers,0.707310020924,
100889999,trawlers,0.98367369175,
100893879,drifting_longlines,0.560451686382,
100894840,trawlers,0.965141892433,
100894982,fixed_gear,0.990680194079,
100895113,purse_seines,0.930916547775,
100895213,purse_seines,0.849456727505,
100895351,fixed_gear,0.981614421834,
100895352,trawlers,0.50103110075,
100900168,trawlers,0.473660349846,
100900181,drifting_longlines,0.443700045347,
100900231,trawlers,0.99832957983,
100900451,drifting_longlines,0.580074071884,
100900456,trawlers,0.416427883785,
100900680,fixed_gear,0.785353173183,
100957896,purse_seines,0.499024040968,
100960301,drifting_longlines,0.510594427586,
101001010,drifting_longlines,0.493737223738,
101006333,trawlers,0.991105735302,
101101001,drifting_longlines,0.900413841009,
101101002,drifting_longlines,0.716320306063,
101101003,drifting_longlines,0.863470375538,
101205,drifting_longlines,0.617348432541,
101306368,trawlers,0.376947600345,
101306904,trawlers,0.476302936673,
101306973,trawlers,0.865487337112,
101307108,trawlers,0.891199827194,
101406098,drifting_longlines,0.771045207977,
101406550,trawlers,0.526983261108,
101406579,trawlers,0.897989928722,
101406580,purse_seines,0.760622084141,
101406581,trawlers,0.592911839485,
101406588,trawlers,0.629284858704,
101406838,drifting_longlines,0.978069961071,
101406880,drifting_longlines,0.987187504768,
101406888,drifting_longlines,0.944519340992,
101406961,drifting_longlines,0.999999761581,
101407875,drifting_longlines,0.92200499773,
101408047,drifting_longlines,0.855319440365,
101408351,trawlers,0.925855129957,
101408390,purse_seines,0.454454453895,
101500237,purse_seines,0.758404254913,
101500645,purse_seines,0.999997377396,
101501023,trawlers,0.838583171368,
101600149,drifting_longlines,0.98831486702,
1024,purse_seines,0.999267160892,
10265,trawlers,0.884988725185,
102900000,drifting_longlines,0.766074359417,
103298888,trawlers,0.349243856966,
10421670,purse_seines,0.997229546309,
104700852,trawlers,0.89062422514,
105239785,trawlers,0.355931133032,
106106167,drifting_longlines,0.440939575434,
10842,drifting_longlines,0.665946781635,
108666248,drifting_longlines,0.786213219166,
108666486,drifting_longlines,0.979946792126,
108667607,drifting_longlines,0.838064491749,
108667629,trawlers,0.988781511784,
108667916,trawlers,0.996607422829,
108667919,trawlers,0.986701905727,
108668223,trawlers,0.843056976795,
108668376,trawlers,0.960736274719,
108668409,trawlers,0.724170684814,
108668463,purse_seines,0.688717663288,
