mmsi,label
514210000,not_known
100000000,multiple_vessles
100900012,not_fishing
1193046,bad_data
123456789,bad_data
168,bad_data
203999329,not_fishing
203999396,passenger
203999399,passenger
211169130,passenger
211489990,cargo
211512450,passenger
211512460,passenger
211517440,not_known
211587830,passenger
211617370,cargo
222222222,bad_data
243070717,not_known
261182601,not_known
261182608,cargo
267010070,not_known
267010072,not_known
308429000,passenger
338188861,not_known
356986000,Supply
367514610,cargo
367514620,not_known
367514660,not_known
367521810,not_fishing
412000000,bad_data
412100000,bad_data
412354420,cargo
412356789,bad_data
412441226,not_known
412551330,not_known
412763490,not_known
413000000,bad_data
413553620,cargo
413567822,not_known
413695320,cargo
413745689,cargo
413761262,cargo
413761506,cargo
413762034,cargo
413763244,cargo
413763382,cargo
413763573,not_known
413763902,cargo
413764909,cargo
413766868,tanker
413767142,bad_data
413767172,cargo
413767215,cargo
413767375,cargo
413767612,not_known
413767983,cargo
413768003,not_known
413769099,cargo
413769107,cargo
413769108,cargo
413769351,cargo
413769875,cargo
413770863,cargo
413771332,cargo
413771358,cargo
413772156,cargo
413772188,not_fishing
413772426,cargo
413773504,cargo
413774592,tanker
413775067,cargo
413775177,cargo
413775244,not_fishing
413775463,cargo
413776721,cargo
413777022,cargo
413777513,cargo
413777773,cargo
413778100,cargo
413778438,cargo
413778834,cargo
413778891,cargo
413779313,cargo
413779571,cargo
413779619,not_fishing
413779827,cargo
413779914,cargo
413780046,not_fishing
413781444,cargo
413781531,cargo
413781552,cargo
413781794,cargo
413782395,cargo
413783031,cargo
413783129,cargo
413783354,cargo
413783711,cargo
413784438,cargo
413784736,cargo
413784842,cargo
413784866,cargo
413785698,tanker
413785985,cargo
413786573,cargo
413786657,cargo
413787591,cargo
413788073,cargo
413789237,cargo
413789315,cargo
413789405,cargo
413789567,not_fishing
413789584,cargo
413789937,cargo
413790495,cargo
413791444,cargo
413791546,cargo
413791635,cargo
413792605,cargo
413793159,cargo
413793388,cargo
413793487,not_fishing
413793609,cargo
413793707,cargo
413793761,cargo
413793855,cargo
413794627,cargo
413794697,cargo
413800085,cargo
413800433,cargo
413800928,cargo
413801179,not_fishing
413802224,cargo
413802692,cargo
413802872,cargo
413803316,cargo
413803633,cargo
413804434,not_fishing
413804598,cargo
413805604,cargo
413805667,cargo
413805768,cargo
413806725,cargo
413807081,cargo
413807215,cargo
413807463,cargo
413807829,cargo
413808539,cargo
413808987,cargo
413809415,cargo
413809462,cargo
413809722,cargo
413810079,cargo
