mmsi,seg_count,radius
319808000,61,2.3182510246261621
345140500,49,23.447076211136689
413000000,40,113.18227001628368
413270430,36,237.25126328323179
412000000,33,167.30374190153867
0,32,208.04508003240903
367186610,29,0.030766941266126779
999999999,28,121.08335862760129
441864000,27,0.2088781025626025
123456789,27,250.70674398855232
111111111,25,180.20631124293874
219019088,25,4.9040387077889509
367683890,25,0.00026932144387958705
366999840,24,0.55633708926525194
367513130,23,0.011765644708656906
518873000,23,0.33525704585902172
367774000,23,0.70946079145165319
367167180,22,1.3279309221408844e-05
205175000,22,1.3623344735326031
111503019,22,0.091522112663359509
366705860,22,0.34499215430362018
701514000,22,0.95550263352773157
413770326,21,4.79279594514541
367304650,21,0.13301379949753903
366987710,21,1.2501766351333923e-05
200000000,21,89.381556317613231
503527000,21,0.3165820027487341
413370570,21,0.25452646845403587
273310370,21,1.5746515973430954e-05
244660577,21,0.085359642017220558
369190000,21,0.00049949421325617667
377358000,21,1.2398238359999602e-05
367530220,21,0.98555669191485384
367147430,21,0.27168246314257516
224227570,21,0.013445900266878297
273459430,20,0.0500475991371258
244780346,20,0.70426077633867312
366998680,20,0.21618494244825209
244711426,20,3.9301392870159404
777777777,20,142.31255765130379
273335530,20,0.012160849706092653
244190000,20,0.15635029848618118
273445080,20,0.12411788866902028
412328990,20,3.1678375928892613
235002514,20,0.051201342329384163
412379780,20,0.44890529729920708
366934280,20,0.59355750445211752
428045000,20,2.3347296343965363e-05
222222222,20,183.6314162357175
367172260,19,2.0328838144946895e-05
701000735,19,8.8699336245146672
100000000,19,125.28599079881755
412345678,19,64.456366489834025
701000764,19,1.4470888558419928
205482390,19,0.096857084238627156
273442920,19,0.023117069711655568
503564000,19,0.022766547839173569
503175400,19,0.05105293909810505
366820000,19,3.944530196822639e-05
431002552,19,2.1079251217551551
367531260,19,0.620295556737676
273432870,19,0.13652269624116867
366773050,19,0.0900244999935904
311832000,18,1.6067897613929982
244820297,18,0.00074970286824479191
367332000,18,0.9515731020749344
367056452,18,29.989898000170758
371318000,18,3.9966265152615827
265693270,18,0.0039193630877403379
273362790,18,0.016043363387628604
244660235,18,0.70079154229724128
701508000,18,0.39162383903410286
503044000,18,0.67936624232123843
246608000,18,0.034334441641486052
367311520,18,0.000506836510864954
701000648,18,9.0096638948285381
261010830,18,0.30405327424509265
201208170,18,11.879062811085701
244710703,18,122.39875424186722
366985290,18,0.037624378820267944
201006210,18,79.282931561520542
701000529,18,0.00028926687499210209
503002930,18,1.2570502988821513
261007950,18,1.0905618813559907
503695300,18,0.07376119682801395
503081000,18,0.030108357314762763
244700496,18,0.58397336098050689
271002077,18,0.25009312453943205
366946000,18,1.6878740283142355
244620954,17,3.1195803203438692
503276400,17,1.1160596718124409
413021030,17,5.4796836583766212e-05
366980250,17,0.69312977690140221
413370410,17,0.2544084266931147
367396670,17,0.1495272067811631
303599000,17,0.00050451195089764819
265549760,17,0.017686774410733016
244670106,17,0.091281885544758523
244730014,17,0.80864821575345547
888888888,17,145.48140095757662
244645890,17,4.5959452994720928
563991000,17,2.6228955768455924
440108150,17,2.2268548668898266e-05
367012110,17,0.17431897284514558
645301000,17,0.014663995761820056
367389640,17,0.027561694053696576
775000000,17,49.616091075273957
808664168,17,10.116056611122666
333333333,17,147.723340217081
503384200,17,0.013798656907955219
305820000,17,12.380626166755157
368610000,17,3.20110066947713e-05
511165000,17,0.041636260219289026
503613000,17,0.015442389007755953
244670111,17,0.051596412754832024
367463310,17,2.7208779043138263
204601240,17,0.00041516346094797729
244710702,17,61.787938036931
503016000,17,0.0065030798480842774
367177810,17,0.0033801154679059232
211550390,17,1.2654838832356607
677022400,17,9.60964291837578
367037240,17,0.83973940360364663
412553930,17,0.42699878564137367
538004060,16,7.1633457097762125
701006044,16,5.8439274509683665
271002624,16,0.00385186654731869
228794000,16,3.6582559179671421e-05
205467990,16,2.2829511528270272
987654321,16,116.28483203694228
316003563,16,0.33927867552358543
316002500,16,1.048134675916391
235104491,16,1.7703273902349166
224101130,16,0.34555460985542369
367426120,16,0.090123185196976444
246847000,16,1.7161806300474243
245276000,16,0.84311627236724029
770007947,16,0.31213351172818382
266148000,16,0.37550684105454063
367061930,16,18.625620691410631
244660695,16,0.77036125696423785
31590315,16,2.8147949638028051
503148300,16,0.45247194026670806
369243000,16,2.177744977666433e-05
244670898,16,0.00025457512232818366
273334420,16,0.00024741593269494614
235085564,16,8.525482733524077e-05
251362110,16,0.027676891044768271
367370010,16,0.089652168407112029
412376110,16,0.019288943968255045
246362000,16,2.1114233900016659
266083000,16,0.20961644241925595
355649000,16,3.5291490298610122
770576277,16,2.8157481242903524e-05
457097000,16,29.191646595190431
316011982,16,0.055180688642750789
538004720,16,25.994352980865919
241024000,16,0.12072439872715546
367528690,16,1.7041738103450763e-05
273000000,16,107.66307582473151
368409000,16,0.65071450428622313
244670549,16,71.673966273939143
368499000,16,0.98203520801717736
367410240,16,7.74089630059382
211327410,16,2.5564965431136746
304141000,16,1.5569775012160412
338271000,16,0.90285815853863438
273543110,16,5.68890221460852
366987610,16,0.0080258285753869417
319031900,16,11.151065425823722
251364110,16,0.35012261613197421
366759130,16,0.092944609788628715
265602770,16,4.5514565303798569e-05
253242278,16,2.9721103014451522
412271490,15,4.1832039982464342e-05
244670079,15,0.48963375799535686
244740646,15,0.078875626676501331
367396710,15,0.15450281407792585
477995213,15,0.032240751690209887
431101024,15,3.3800182800030529
244710257,15,118.46287157919349
431200673,15,2.8055676858389149
244790070,15,0.45073394343815765
412004321,15,26.854924418644547
341899000,15,4.5819246951283346e-05
477092000,15,0.42280303977584466
701000778,15,2.1192097588098235
211605060,15,1.2021553826012408
246591000,15,75.030579816198966
440484000,15,12.024650630535211
431101119,15,0.3154097771494459
367183440,15,0.16497998202039318
244110926,15,0.00057527261224235961
367172910,15,11.568376097441428
273436030,15,0.30473745424609811
205421290,15,0.57779052346717
477995239,15,0.11968628194895699
368734000,15,48.786384995283228
371817000,15,0
367042920,15,0.010502183316430965
735059022,15,8.4789493163652345
266164000,15,2.256821806959315e-05
367469070,15,0.034642045487427775
538004306,15,45.274363137764823
710000000,15,77.797051023684986
431200176,15,3.1583758330912
566641000,15,183.01907701354068
316015121,15,0.17012975219993495
211234440,15,0.015804493553111879
431003177,15,3.0888099260090636
244630184,15,3.1290204945806606
244710873,15,71.674008352803227
224106220,15,1.514346665131314
235745000,15,1.434908497883653e-05
412000070,15,17.973834936042437
503731000,15,0.08079257362083489
245922000,15,1.0572365631697307
367557690,15,3.1353772501384742e-05
701000870,15,5.6256972362475528
431200632,15,2.8785235729570764
413373290,15,0.67771900231820992
357798000,15,2.7361631927767194
367537320,15,2.3688559959523947e-05
273436480,15,0.14514501452810727
413305240,15,1.3899266842449978
304010973,15,2.2487437231128147
316005651,15,0.15948164415925251
316014060,15,1.1213686855682736
244700045,15,0.90410422334046037
244660747,15,96.935562490055034
256986000,15,42.256354870367936
244615958,15,0.021277482618211913
212858000,15,0.20375767319338173
244690212,15,118.59953064877689
431005056,15,3.5174241552435865
305542000,15,3.123255855707161
244750954,15,3.3957876984084723
316001272,15,2.1274479111755715e-05
244780525,15,0.00018868434400002082
244670004,15,0.43251045112124004
263701550,15,0.0083248884745508421
316196000,15,1.646305362668601e-05
316024207,15,0.00030501412924600961
1,15,215.93139364121467
367631890,14,2.7174082246167895e-05
244010724,14,0.19892568800171095
244710068,14,0.19133236141328566
373228000,14,46.171413924264911
477320600,14,0.411262136258508
431195000,14,4.8820904979052369
808663857,14,94.489822791729353
244790086,14,0.062530729815534911
477033000,14,0.41624939624681595
432778000,14,0.98045380611296917
725000251,14,0.53098065107182657
273356720,14,0.55121741989552975
477995062,14,0.010758537807204711
312035000,14,1.7502271614602904
412888888,14,16.314477192499695
367637770,14,0.0942275381444463
366710820,14,0.79036849266302389
636016689,14,98.957746001513257
244780608,14,0.010298239219474755
227011100,14,1.3425829067021169e-05
316003668,14,0.35457072071471091
316003679,14,1.4318452026345358e-05
261011090,14,8.5178587425696183e-05
273542820,14,0.00034489643196672441
244660890,14,0.0040237126985997332
244820893,14,98.809134402487345
566531000,14,1.8943837989404055
273359910,14,0.057546403385293925
354367000,14,47.402637174907589
303683000,14,5.7872566686046643
319011600,14,0.17823549220233018
200804300,14,100.3795408241153
601041200,14,0.11567641345270409
264900201,14,0.016615938255134736
338846000,14,2.21890958633137
244700203,14,1.6421525324029911
770576272,14,1.5373171760488802
477320700,14,0.34519328622368439
416433000,14,0.0019611876823882584
224233000,14,0.74917162938957094
477304000,14,0.40802174153657023
366778450,14,0.127200737889673
354358000,14,3.5936138019127655
205390090,14,1.9094865109372086e-05
413376110,14,0.0040714754245558694
477324000,14,0.81476976341203944
565323000,14,2.4134158155335208
319056200,14,1.1349534138295909
261010250,14,100.09645641566057
211667760,14,81.55952967987163
503250800,14,1.1655197589857689
205333890,14,0.99431234909193966
353788000,14,26.673319210337826
273430960,14,0.01203699316833428
205203387,14,0.056846007385588919
431501856,14,3.1411349215655511
431002386,14,2.5565377898525643
367503980,14,7.2740796107617243
367662240,14,9.4910422880981482
316019447,14,0.24085052005162322
701000831,14,3.9590623846922131e-05
316013431,14,0.84620559895570668
375408000,14,5.3461020484230958e-05
431006014,14,2.391605571457819
351925000,14,183.40575050716214
244377000,14,0.54231982641135168
244700797,14,83.881220327824039
244740743,14,0.35865961585243894
204206740,14,0.065931921589277687
367509910,14,0.0012063050674764036
701000551,14,6.7945366396175391e-05
11,14,137.26626318594833
368633000,14,0.0921044572522267
431301759,14,1.7955148496947111
205340890,14,0.54608725766998045
244700127,14,102.38189019145716
477037000,14,0.416620441231489
367305920,14,0.1671444535288788
273152100,14,0.02207280499571215
316013412,14,0.30588067544473713
8900658,14,0.015054347466098411
244670109,14,118.48447519127217
211506310,14,1.2758106628897838
265577480,14,0.013552992268600208
244830230,14,0.62205260838710075
259216000,14,0.066097160214227582
245127000,14,1.7069724355658189
244670077,14,0.60232075159815124
701000542,14,2.2193548333226256e-05
257301040,14,1.6749813233639141
244650997,14,42.01578157565497
272597000,14,0.020563896981787181
416201700,14,2.0829386210921426
477041000,14,0.33753235944049303
477303000,14,0.41793238149716766
226005060,14,2.9741608955943639
312921000,14,0.021211372709173407
325569000,14,237.85309996159759
251423000,14,1.494717423841134
257460500,14,5.39028337476977e-05
251547110,14,0.413486203458168
477525000,13,0.42244260715502496
366773030,13,0.70284287795965683
373911000,13,3.5798485706777252
477767600,13,9.3206929545688855
367094420,13,11.605615118481875
311007300,13,4.2058141547731767
477026000,13,0.41003115232054049
367047170,13,0.57596568090445588
244730125,13,8.22931207211931
227006680,13,0.063523500339849936
367008740,13,0.70701090893219121
311000169,13,2.7792507353400624
316014995,13,0.10517607727843173
367149030,13,0.013552515580824424
224142870,13,1.5341331162146843
316001670,13,0.44848085736411009
412329644,13,0.26118954409002731
244830847,13,0.39825991756252105
244010398,13,118.62302228376149
431800044,13,0.44708057352341724
413301780,13,5.2037155711646332e-05
366771550,13,0.12405561679821941
357719000,13,7.4156103748389235
273542810,13,0.039090229759019372
244670209,13,1.208048402967685
244830680,13,1.5265964633068456
440089000,13,1.1521429022291128
258051000,13,4.8013589374847134
366888770,13,0.00950932072051229
503783000,13,0.0885908774647404
244670016,13,126.49292322847239
431004947,13,3.0976638397734662
232002833,13,112.79878895853975
725000667,13,12.311165965513974
374566000,13,2.5535261989102165
316020067,13,0.041486687728429429
209863000,13,2.3857946776639225
273370120,13,0.025960273019929887
316022498,13,0.041516926633341542
244820656,13,0.0067256321620452883
413377510,13,0.3688855539311921
431300185,13,2.7279469273850028
367338610,13,1.6270446379558518e-05
367347050,13,4.7921428402248942e-05
477509000,13,0.41653106974621334
244850765,13,1.5781230354057016
219979000,13,4.855593612000396
431100859,13,3.4825031045775927
477542300,13,8.6366485229527328
